lot_id,wafer_id,tool_id,slot,point_id,radius_mm,angle_deg,cd_nm,defect_count,measured_at
LOT-001,LOT-001-W05,PHOTO_A,15,46,142.0,270.0,44.433,6,2026-07-20 19:00:00
LOT-003,LOT-003-W01,PHOTO_C,3,33,120.0,240.0,44.246,2,2026-07-21 07:00:00
LOT-010,LOT-010-W02,PHOTO_A,6,40,142.0,90.0,43.953,0,2026-07-23 16:00:00
LOT-001,LOT-001-W03,PHOTO_A,9,43,142.0,180.0,45.107,1,2026-07-20 17:00:00
LOT-008,LOT-008-W04,PHOTO_B,12,7,45.0,180.0,45.221,2,2026-07-23 02:00:00
LOT-012,LOT-012-W03,PHOTO_C,9,47,142.0,300.0,41.447,8,2026-07-24 09:00:00
LOT-006,LOT-006-W02,PHOTO_C,6,28,120.0,90.0,40.921,3,2026-07-22 08:00:00
LOT-005,LOT-005-W02,PHOTO_B,6,34,120.0,270.0,44.767,2,2026-07-22 00:00:00
LOT-008,LOT-008-W01,PHOTO_B,3,27,120.0,60.0,45.587,2,2026-07-22 23:00:00
LOT-008,LOT-008-W05,PHOTO_B,15,5,45.0,120.0,45.441,1,2026-07-23 03:00:00
LOT-004,LOT-004-W05,PHOTO_A,15,5,45.0,120.0,44.633,1,2026-07-21 19:00:00
LOT-003,LOT-003-W03,PHOTO_C,9,45,142.0,240.0,44.107,3,2026-07-21 09:00:00
LOT-007,LOT-007-W05,PHOTO_A,15,25,120.0,0.0,44.411,2,2026-07-22 19:00:00
LOT-009,LOT-009-W01,PHOTO_C,3,6,45.0,150.0,45.267,5,2026-07-23 07:00:00
LOT-008,LOT-008-W01,PHOTO_B,3,37,142.0,0.0,45.746,4,2026-07-22 23:00:00
LOT-004,LOT-004-W01,PHOTO_A,3,15,85.0,60.0,44.055,0,2026-07-21 15:00:00
LOT-006,LOT-006-W04,PHOTO_C,12,39,142.0,60.0,40.608,7,2026-07-22 10:00:00
LOT-007,LOT-007-W01,PHOTO_A,3,22,85.0,270.0,43.201,4,2026-07-22 15:00:00
LOT-008,LOT-008-W05,PHOTO_B,15,14,85.0,30.0,44.247,2,2026-07-23 03:00:00
LOT-008,LOT-008-W01,PHOTO_B,3,34,120.0,270.0,44.787,5,2026-07-22 23:00:00
LOT-006,LOT-006-W03,PHOTO_C,9,10,45.0,270.0,43.616,1,2026-07-22 09:00:00
LOT-010,LOT-010-W02,PHOTO_A,6,11,45.0,300.0,44.097,3,2026-07-23 16:00:00
LOT-012,LOT-012-W02,PHOTO_C,6,19,85.0,180.0,44.577,2,2026-07-24 08:00:00
LOT-011,LOT-011-W05,PHOTO_B,15,6,45.0,150.0,45.056,0,2026-07-24 03:00:00
LOT-003,LOT-003-W01,PHOTO_C,3,3,45.0,60.0,44.741,3,2026-07-21 07:00:00
LOT-011,LOT-011-W05,PHOTO_B,15,13,85.0,0.0,45.499,2,2026-07-24 03:00:00
LOT-002,LOT-002-W01,PHOTO_B,3,28,120.0,90.0,0.045116,2,2026-07-20 23:00:00
LOT-002,LOT-002-W05,PHOTO_B,15,32,120.0,210.0,45.384,0,2026-07-21 03:00:00
LOT-003,LOT-003-W02,PHOTO_C,6,26,120.0,30.0,43.837,1,2026-07-21 08:00:00
LOT-007,LOT-007-W04,PHOTO_A,12,3,45.0,60.0,44.697,2,2026-07-22 18:00:00
LOT-001,LOT-001-W03,PHOTO_A,9,12,45.0,330.0,44.802,1,2026-07-20 17:00:00
LOT-012,LOT-012-W02,PHOTO_C,6,34,120.0,270.0,41.149,7,2026-07-24 08:00:00
LOT-007,LOT-007-W04,PHOTO_A,12,5,45.0,120.0,44.579,1,2026-07-22 18:00:00
LOT-007,LOT-007-W05,PHOTO_A,15,38,142.0,30.0,44.408,1,2026-07-22 19:00:00
LOT-001,LOT-001-W03,PHOTO_A,9,15,85.0,60.0,44.538,2,2026-07-20 17:00:00
LOT-006,LOT-006-W03,PHOTO_C,9,14,85.0,30.0,44.733,1,2026-07-22 09:00:00
LOT-011,LOT-011-W05,PHOTO_B,15,10,45.0,270.0,,3,2026-07-24 03:00:00
LOT-002,LOT-002-W03,PHOTO_B,9,23,85.0,300.0,45.371,0,2026-07-21 01:00:00
LOT-005,LOT-005-W03,PHOTO_B,9,11,45.0,300.0,45.175,2,2026-07-22 01:00:00
LOT-009,LOT-009-W01,PHOTO_C,3,47,142.0,300.0,41.952,7,2026-07-23 07:00:00
LOT-004,LOT-004-W03,PHOTO_A,9,18,85.0,150.0,44.307,2,2026-07-21 17:00:00
LOT-004,LOT-004-W03,PHOTO_A,9,5,45.0,120.0,44.195,0,2026-07-21 17:00:00
LOT-010,LOT-010-W04,PHOTO_A,12,7,45.0,180.0,44.894,1,2026-07-23 18:00:00
LOT-003,LOT-003-W05,PHOTO_C,15,39,142.0,60.0,44.219,2,2026-07-21 11:00:00
LOT-009,LOT-009-W04,PHOTO_C,12,35,120.0,300.0,40.992,7,2026-07-23 10:00:00
LOT-009,LOT-009-W03,PHOTO_C,9,48,142.0,330.0,41.82,6,2026-07-23 09:00:00
LOT-002,LOT-002-W03,PHOTO_B,9,22,85.0,270.0,46.023,0,2026-07-21 01:00:00
LOT-001,LOT-001-W01,PHOTO_A,3,35,120.0,300.0,44.312,1,2026-07-20 15:00:00
LOT-011,LOT-011-W03,PHOTO_B,9,22,85.0,270.0,45.702,2,2026-07-24 01:00:00
LOT-008,LOT-008-W02,PHOTO_B,6,15,85.0,60.0,45.586,2,2026-07-23 00:00:00
LOT-006,LOT-006-W04,PHOTO_C,12,21,85.0,240.0,43.972,1,2026-07-22 10:00:00
LOT-001,LOT-001-W03,PHOTO_A,9,41,142.0,120.0,44.797,0,2026-07-20 17:00:00
LOT-002,LOT-002-W05,PHOTO_B,15,41,142.0,120.0,45.491,2,2026-07-21 03:00:00
LOT-010,LOT-010-W03,PHOTO_A,9,15,85.0,60.0,43.997,2,2026-07-23 17:00:00
LOT-008,LOT-008-W02,PHOTO_B,6,43,142.0,180.0,45.751,1,2026-07-23 00:00:00
LOT-001,LOT-001-W02,PHOTO_A,6,11,45.0,300.0,44.899,3,2026-07-20 16:00:00
LOT-005,LOT-005-W04,PHOTO_B,12,9,45.0,240.0,45.391,0,2026-07-22 02:00:00
LOT-011,LOT-011-W04,PHOTO_B,12,29,120.0,120.0,45.652,4,2026-07-24 02:00:00
LOT-012,LOT-012-W01,PHOTO_C,3,46,142.0,270.0,42.076,5,2026-07-24 07:00:00
LOT-007,LOT-007-W04,PHOTO_A,12,28,120.0,90.0,43.938,5,2026-07-22 18:00:00
LOT-009,LOT-009-W03,PHOTO_C,9,12,45.0,330.0,44.748,1,2026-07-23 09:00:00
LOT-011,LOT-011-W03,PHOTO_B,9,23,85.0,300.0,45.432,2,2026-07-24 01:00:00
LOT-002,LOT-002-W05,PHOTO_B,15,20,85.0,210.0,45.213,3,2026-07-21 03:00:00
LOT-006,LOT-006-W04,PHOTO_C,12,38,142.0,30.0,41.164,5,2026-07-22 10:00:00
LOT-007,LOT-007-W01,PHOTO_A,3,11,45.0,300.0,45.201,3,2026-07-22 15:00:00
LOT-007,LOT-007-W02,PHOTO_A,6,33,120.0,240.0,43.691,1,2026-07-22 16:00:00
LOT-003,LOT-003-W04,PHOTO_C,12,31,120.0,180.0,43.529,1,2026-07-21 10:00:00
LOT-008,LOT-008-W04,PHOTO_B,12,20,85.0,210.0,46.161,3,2026-07-23 02:00:00
LOT-001,LOT-001-W04,PHOTO_A,12,3,45.0,60.0,44.077,0,2026-07-20 18:00:00
LOT-010,LOT-010-W02,PHOTO_A,6,3,45.0,60.0,44.992,0,2026-07-23 16:00:00
LOT-004,LOT-004-W01,PHOTO_A,3,19,85.0,180.0,0.044965,1,2026-07-21 15:00:00
LOT-004,LOT-004-W02,PHOTO_A,6,43,142.0,180.0,44.544,1,2026-07-21 16:00:00
LOT-007,LOT-007-W03,PHOTO_A,9,17,85.0,120.0,44.233,4,2026-07-22 17:00:00
LOT-009,LOT-009-W01,PHOTO_C,3,42,142.0,150.0,41.897,6,2026-07-23 07:00:00
LOT-007,LOT-007-W03,PHOTO_A,9,20,85.0,210.0,45.566,0,2026-07-22 17:00:00
LOT-003,LOT-003-W01,PHOTO_C,3,19,85.0,180.0,44.946,1,2026-07-21 07:00:00
LOT-011,LOT-011-W03,PHOTO_B,9,46,142.0,270.0,45.816,1,2026-07-24 01:00:00
LOT-008,LOT-008-W04,PHOTO_B,12,40,142.0,90.0,45.379,0,2026-07-23 02:00:00
LOT-005,LOT-005-W05,PHOTO_B,15,20,85.0,210.0,,3,2026-07-22 03:00:00
LOT-001,LOT-001-W05,PHOTO_A,15,10,45.0,270.0,44.522,2,2026-07-20 19:00:00
LOT-009,LOT-009-W01,PHOTO_C,3,34,120.0,270.0,40.767,4,2026-07-23 07:00:00
LOT-012,LOT-012-W05,PHOTO_C,15,26,120.0,30.0,41.793,13,2026-07-24 11:00:00
LOT-011,LOT-011-W05,PHOTO_B,15,34,120.0,270.0,,2,2026-07-24 03:00:00
LOT-001,LOT-001-W01,PHOTO_A,3,24,85.0,330.0,43.714,2,2026-07-20 15:00:00
LOT-011,LOT-011-W02,PHOTO_B,6,15,85.0,60.0,45.516,3,2026-07-24 00:00:00
LOT-006,LOT-006-W02,PHOTO_C,6,36,120.0,330.0,40.285,8,2026-07-22 08:00:00
LOT-003,LOT-003-W02,PHOTO_C,6,42,142.0,150.0,44.95,5,2026-07-21 08:00:00
LOT-009,LOT-009-W05,PHOTO_C,15,35,120.0,300.0,40.981,4,2026-07-23 11:00:00
LOT-011,LOT-011-W02,PHOTO_B,6,40,142.0,90.0,45.6,3,2026-07-24 00:00:00
LOT-002,LOT-002-W02,PHOTO_B,6,21,85.0,240.0,45.085,1,2026-07-21 00:00:00
LOT-012,LOT-012-W03,PHOTO_C,9,8,45.0,210.0,45.134,2,2026-07-24 09:00:00
LOT-007,LOT-007-W01,PHOTO_A,3,39,142.0,60.0,44.039,4,2026-07-22 15:00:00
LOT-006,LOT-006-W04,PHOTO_C,12,3,45.0,60.0,44.591,2,2026-07-22 10:00:00
LOT-012,LOT-012-W01,PHOTO_C,3,29,120.0,120.0,42.947,6,2026-07-24 07:00:00
LOT-002,LOT-002-W04,PHOTO_B,12,36,120.0,330.0,45.997,3,2026-07-21 02:00:00
LOT-012,LOT-012-W04,PHOTO_C,12,30,120.0,150.0,40.351,5,2026-07-24 10:00:00
LOT-010,LOT-010-W01,PHOTO_A,3,6,45.0,150.0,45.778,2,2026-07-23 15:00:00
LOT-006,LOT-006-W05,PHOTO_C,15,34,120.0,270.0,40.837,4,2026-07-22 11:00:00
LOT-007,LOT-007-W04,PHOTO_A,12,24,85.0,330.0,44.793,2,2026-07-22 18:00:00
LOT-009,LOT-009-W04,PHOTO_C,12,13,85.0,0.0,44.605,2,2026-07-23 10:00:00
LOT-005,LOT-005-W01,PHOTO_B,3,2,45.0,30.0,45.448,1,2026-07-21 23:00:00
LOT-009,LOT-009-W05,PHOTO_C,15,25,120.0,0.0,41.887,5,2026-07-23 11:00:00
LOT-001,LOT-001-W05,PHOTO_A,15,21,85.0,240.0,43.903,1,2026-07-20 19:00:00
LOT-006,LOT-006-W04,PHOTO_C,12,33,120.0,240.0,41.235,6,2026-07-22 10:00:00
LOT-008,LOT-008-W04,PHOTO_B,12,16,85.0,90.0,45.674,0,2026-07-23 02:00:00
LOT-006,LOT-006-W04,PHOTO_C,12,0,0.0,0.0,44.222,2,2026-07-22 10:00:00
LOT-008,LOT-008-W02,PHOTO_B,6,3,45.0,60.0,44.742,2,2026-07-23 00:00:00
LOT-002,LOT-002-W03,PHOTO_B,9,11,45.0,300.0,44.201,0,2026-07-21 01:00:00
LOT-012,LOT-012-W04,PHOTO_C,12,45,142.0,240.0,41.36,6,2026-07-24 10:00:00
LOT-004,LOT-004-W01,PHOTO_A,3,28,120.0,90.0,44.603,0,2026-07-21 15:00:00
LOT-004,LOT-004-W01,PHOTO_A,3,39,142.0,60.0,44.068,3,2026-07-21 15:00:00
LOT-010,LOT-010-W01,PHOTO_A,3,17,85.0,120.0,43.749,3,2026-07-23 15:00:00
LOT-003,LOT-003-W01,PHOTO_C,3,37,142.0,0.0,44.275,2,2026-07-21 07:00:00
LOT-005,LOT-005-W04,PHOTO_B,12,14,85.0,30.0,46.305,4,2026-07-22 02:00:00
LOT-010,LOT-010-W05,PHOTO_A,15,1,45.0,0.0,44.696,3,2026-07-23 19:00:00
LOT-008,LOT-008-W03,PHOTO_B,9,41,142.0,120.0,44.352,1,2026-07-23 01:00:00
LOT-009,LOT-009-W05,PHOTO_C,15,6,45.0,150.0,44.242,3,2026-07-23 11:00:00
LOT-007,LOT-007-W03,PHOTO_A,9,26,120.0,30.0,44.197,0,2026-07-22 17:00:00
LOT-012,LOT-012-W03,PHOTO_C,9,10,45.0,270.0,44.375,4,2026-07-24 09:00:00
LOT-004,LOT-004-W02,PHOTO_A,6,0,0.0,0.0,45.709,0,2026-07-21 16:00:00
LOT-012,LOT-012-W04,PHOTO_C,12,12,45.0,330.0,44.443,2,2026-07-24 10:00:00
LOT-009,LOT-009-W04,PHOTO_C,12,29,120.0,120.0,41.656,6,2026-07-23 10:00:00
LOT-010,LOT-010-W05,PHOTO_A,15,24,85.0,330.0,44.349,1,2026-07-23 19:00:00
LOT-009,LOT-009-W02,PHOTO_C,6,28,120.0,90.0,40.904,7,2026-07-23 08:00:00
LOT-003,LOT-003-W04,PHOTO_C,12,18,85.0,150.0,45.405,3,2026-07-21 10:00:00
LOT-006,LOT-006-W05,PHOTO_C,15,9,45.0,240.0,,0,2026-07-22 11:00:00
LOT-003,LOT-003-W03,PHOTO_C,9,24,85.0,330.0,43.936,2,2026-07-21 09:00:00
LOT-012,LOT-012-W02,PHOTO_C,6,30,120.0,150.0,41.471,4,2026-07-24 08:00:00
LOT-012,LOT-012-W03,PHOTO_C,9,25,120.0,0.0,42.518,6,2026-07-24 09:00:00
LOT-006,LOT-006-W03,PHOTO_C,9,2,45.0,30.0,44.66,1,2026-07-22 09:00:00
LOT-002,LOT-002-W02,PHOTO_B,6,33,120.0,240.0,45.349,0,2026-07-21 00:00:00
LOT-010,LOT-010-W04,PHOTO_A,12,27,120.0,60.0,44.713,0,2026-07-23 18:00:00
LOT-001,LOT-001-W02,PHOTO_A,6,35,120.0,300.0,44.259,3,2026-07-20 16:00:00
LOT-003,LOT-003-W03,PHOTO_C,9,37,142.0,0.0,44.656,1,2026-07-21 09:00:00
LOT-010,LOT-010-W05,PHOTO_A,15,41,142.0,120.0,44.922,4,2026-07-23 19:00:00
LOT-003,LOT-003-W04,PHOTO_C,12,11,45.0,300.0,44.721,2,2026-07-21 10:00:00
LOT-008,LOT-008-W03,PHOTO_B,9,7,45.0,180.0,45.695,1,2026-07-23 01:00:00
LOT-002,LOT-002-W05,PHOTO_B,15,25,120.0,0.0,,4,2026-07-21 03:00:00
LOT-010,LOT-010-W02,PHOTO_A,6,7,45.0,180.0,44.594,1,2026-07-23 16:00:00
LOT-001,LOT-001-W01,PHOTO_A,3,9,45.0,240.0,44.233,0,2026-07-20 15:00:00
LOT-002,LOT-002-W03,PHOTO_B,9,40,142.0,90.0,44.635,3,2026-07-21 01:00:00
LOT-012,LOT-012-W02,PHOTO_C,6,27,120.0,60.0,41.78,10,2026-07-24 08:00:00
LOT-003,LOT-003-W05,PHOTO_C,15,44,142.0,210.0,,1,2026-07-21 11:00:00
LOT-005,LOT-005-W01,PHOTO_B,3,0,0.0,0.0,0.045777,2,2026-07-21 23:00:00
LOT-003,LOT-003-W04,PHOTO_C,12,3,45.0,60.0,44.655,0,2026-07-21 10:00:00
LOT-005,LOT-005-W02,PHOTO_B,6,4,45.0,90.0,44.406,0,2026-07-22 00:00:00
LOT-003,LOT-003-W03,PHOTO_C,9,28,120.0,90.0,44.972,1,2026-07-21 09:00:00
LOT-012,LOT-012-W02,PHOTO_C,6,15,85.0,60.0,44.795,3,2026-07-24 08:00:00
LOT-004,LOT-004-W04,PHOTO_A,12,17,85.0,120.0,44.24,3,2026-07-21 18:00:00
LOT-002,LOT-002-W03,PHOTO_B,9,12,45.0,330.0,45.665,3,2026-07-21 01:00:00
LOT-003,LOT-003-W04,PHOTO_C,12,7,45.0,180.0,44.564,1,2026-07-21 10:00:00
LOT-008,LOT-008-W05,PHOTO_B,15,21,85.0,240.0,45.297,2,2026-07-23 03:00:00
LOT-007,LOT-007-W05,PHOTO_A,15,29,120.0,120.0,44.147,2,2026-07-22 19:00:00
LOT-001,LOT-001-W01,PHOTO_A,3,19,85.0,180.0,44.03,0,2026-07-20 15:00:00
LOT-010,LOT-010-W02,PHOTO_A,6,12,45.0,330.0,44.622,0,2026-07-23 16:00:00
LOT-009,LOT-009-W02,PHOTO_C,6,15,85.0,60.0,45.154,2,2026-07-23 08:00:00
LOT-007,LOT-007-W01,PHOTO_A,3,28,120.0,90.0,45.343,1,2026-07-22 15:00:00
LOT-004,LOT-004-W05,PHOTO_A,15,29,120.0,120.0,44.02,2,2026-07-21 19:00:00
LOT-004,LOT-004-W03,PHOTO_A,9,19,85.0,180.0,45.389,1,2026-07-21 17:00:00
LOT-009,LOT-009-W03,PHOTO_C,9,6,45.0,150.0,44.043,2,2026-07-23 09:00:00
LOT-010,LOT-010-W02,PHOTO_A,6,6,45.0,150.0,44.481,0,2026-07-23 16:00:00
LOT-008,LOT-008-W02,PHOTO_B,6,46,142.0,270.0,44.244,3,2026-07-23 00:00:00
LOT-011,LOT-011-W01,PHOTO_B,3,30,120.0,150.0,45.063,2,2026-07-23 23:00:00
LOT-011,LOT-011-W05,PHOTO_B,15,16,85.0,90.0,44.634,1,2026-07-24 03:00:00
LOT-012,LOT-012-W03,PHOTO_C,9,29,120.0,120.0,41.975,7,2026-07-24 09:00:00
LOT-010,LOT-010-W02,PHOTO_A,6,44,142.0,210.0,44.113,1,2026-07-23 16:00:00
LOT-009,LOT-009-W04,PHOTO_C,12,38,142.0,30.0,40.346,3,2026-07-23 10:00:00
LOT-001,LOT-001-W05,PHOTO_A,15,23,85.0,300.0,44.204,0,2026-07-20 19:00:00
LOT-012,LOT-012-W01,PHOTO_C,3,0,0.0,0.0,45.367,2,2026-07-24 07:00:00
LOT-009,LOT-009-W05,PHOTO_C,15,8,45.0,210.0,44.579,0,2026-07-23 11:00:00
LOT-002,LOT-002-W05,PHOTO_B,15,28,120.0,90.0,,1,2026-07-21 03:00:00
LOT-010,LOT-010-W03,PHOTO_A,9,43,142.0,180.0,44.225,2,2026-07-23 17:00:00
LOT-007,LOT-007-W03,PHOTO_A,9,5,45.0,120.0,44.953,1,2026-07-22 17:00:00
LOT-012,LOT-012-W03,PHOTO_C,9,14,85.0,30.0,45.473,0,2026-07-24 09:00:00
LOT-004,LOT-004-W01,PHOTO_A,3,2,45.0,30.0,44.66,3,2026-07-21 15:00:00
LOT-005,LOT-005-W02,PHOTO_B,6,31,120.0,180.0,45.253,0,2026-07-22 00:00:00
LOT-007,LOT-007-W05,PHOTO_A,15,13,85.0,0.0,,2,2026-07-22 19:00:00
LOT-011,LOT-011-W01,PHOTO_B,3,2,45.0,30.0,46.311,0,2026-07-23 23:00:00
LOT-001,LOT-001-W04,PHOTO_A,12,21,85.0,240.0,44.622,0,2026-07-20 18:00:00
LOT-008,LOT-008-W04,PHOTO_B,12,44,142.0,210.0,46.242,2,2026-07-23 02:00:00
LOT-003,LOT-003-W02,PHOTO_C,6,44,142.0,210.0,44.895,0,2026-07-21 08:00:00
LOT-011,LOT-011-W03,PHOTO_B,9,40,142.0,90.0,44.84,2,2026-07-24 01:00:00
LOT-007,LOT-007-W04,PHOTO_A,12,43,142.0,180.0,44.029,0,2026-07-22 18:00:00
LOT-009,LOT-009-W05,PHOTO_C,15,15,85.0,60.0,44.685,3,2026-07-23 11:00:00
LOT-001,LOT-001-W05,PHOTO_A,15,42,142.0,150.0,,0,2026-07-20 19:00:00
LOT-010,LOT-010-W04,PHOTO_A,12,5,45.0,120.0,44.394,0,2026-07-23 18:00:00
LOT-009,LOT-009-W02,PHOTO_C,6,13,85.0,0.0,44.791,1,2026-07-23 08:00:00
LOT-002,LOT-002-W03,PHOTO_B,9,36,120.0,330.0,45.81,4,2026-07-21 01:00:00
LOT-012,LOT-012-W01,PHOTO_C,3,45,142.0,240.0,41.19,7,2026-07-24 07:00:00
LOT-009,LOT-009-W05,PHOTO_C,15,27,120.0,60.0,40.539,8,2026-07-23 11:00:00
LOT-009,LOT-009-W02,PHOTO_C,6,25,120.0,0.0,41.372,7,2026-07-23 08:00:00
LOT-012,LOT-012-W04,PHOTO_C,12,34,120.0,270.0,40.861,10,2026-07-24 10:00:00
LOT-005,LOT-005-W02,PHOTO_B,6,30,120.0,150.0,44.672,3,2026-07-22 00:00:00
LOT-002,LOT-002-W03,PHOTO_B,9,38,142.0,30.0,44.613,3,2026-07-21 01:00:00
LOT-012,LOT-012-W01,PHOTO_C,3,39,142.0,60.0,40.624,4,2026-07-24 07:00:00
LOT-012,LOT-012-W01,PHOTO_C,3,27,120.0,60.0,41.71,13,2026-07-24 07:00:00
LOT-001,LOT-001-W03,PHOTO_A,9,43,142.0,180.0,45.107,1,2026-07-20 17:00:00
LOT-002,LOT-002-W01,PHOTO_B,3,8,45.0,210.0,46.334,0,2026-07-20 23:00:00
LOT-011,LOT-011-W01,PHOTO_B,3,3,45.0,60.0,44.845,1,2026-07-23 23:00:00
LOT-002,LOT-002-W02,PHOTO_B,6,30,120.0,150.0,0.046058,0,2026-07-21 00:00:00
LOT-011,LOT-011-W05,PHOTO_B,15,26,120.0,30.0,44.402,0,2026-07-24 03:00:00
LOT-009,LOT-009-W05,PHOTO_C,15,46,142.0,270.0,,4,2026-07-23 11:00:00
LOT-006,LOT-006-W03,PHOTO_C,9,9,45.0,240.0,45.221,0,2026-07-22 09:00:00
LOT-008,LOT-008-W04,PHOTO_B,12,34,120.0,270.0,46.059,1,2026-07-23 02:00:00
LOT-004,LOT-004-W03,PHOTO_A,9,43,142.0,180.0,44.898,2,2026-07-21 17:00:00
LOT-012,LOT-012-W02,PHOTO_C,6,46,142.0,270.0,41.243,5,2026-07-24 08:00:00
LOT-007,LOT-007-W05,PHOTO_A,15,42,142.0,150.0,,1,2026-07-22 19:00:00
LOT-008,LOT-008-W03,PHOTO_B,9,2,45.0,30.0,45.386,0,2026-07-23 01:00:00
LOT-007,LOT-007-W05,PHOTO_A,15,27,120.0,60.0,43.72,0,2026-07-22 19:00:00
LOT-004,LOT-004-W01,PHOTO_A,3,6,45.0,150.0,44.79,4,2026-07-21 15:00:00
LOT-003,LOT-003-W02,PHOTO_C,6,37,142.0,0.0,44.24,2,2026-07-21 08:00:00
LOT-010,LOT-010-W05,PHOTO_A,15,11,45.0,300.0,44.822,1,2026-07-23 19:00:00
LOT-002,LOT-002-W01,PHOTO_B,3,31,120.0,180.0,45.444,1,2026-07-20 23:00:00
LOT-001,LOT-001-W02,PHOTO_A,6,43,142.0,180.0,44.552,2,2026-07-20 16:00:00
LOT-007,LOT-007-W01,PHOTO_A,3,13,85.0,0.0,44.611,2,2026-07-22 15:00:00
LOT-007,LOT-007-W02,PHOTO_A,6,9,45.0,240.0,45.111,3,2026-07-22 16:00:00
LOT-010,LOT-010-W05,PHOTO_A,15,8,45.0,210.0,45.277,3,2026-07-23 19:00:00
LOT-003,LOT-003-W02,PHOTO_C,6,31,120.0,180.0,44.585,3,2026-07-21 08:00:00
LOT-003,LOT-003-W02,PHOTO_C,6,8,45.0,210.0,44.519,1,2026-07-21 08:00:00
LOT-007,LOT-007-W01,PHOTO_A,3,24,85.0,330.0,45.035,1,2026-07-22 15:00:00
LOT-006,LOT-006-W05,PHOTO_C,15,40,142.0,90.0,40.615,7,2026-07-22 11:00:00
LOT-012,LOT-012-W01,PHOTO_C,3,26,120.0,30.0,0.041395,10,2026-07-24 07:00:00
LOT-010,LOT-010-W03,PHOTO_A,9,37,142.0,0.0,44.229,1,2026-07-23 17:00:00
LOT-005,LOT-005-W01,PHOTO_B,3,6,45.0,150.0,45.201,0,2026-07-21 23:00:00
LOT-012,LOT-012-W02,PHOTO_C,6,45,142.0,240.0,41.587,6,2026-07-24 08:00:00
LOT-012,LOT-012-W04,PHOTO_C,12,19,85.0,180.0,44.934,3,2026-07-24 10:00:00
LOT-011,LOT-011-W03,PHOTO_B,9,11,45.0,300.0,45.217,1,2026-07-24 01:00:00
LOT-008,LOT-008-W04,PHOTO_B,12,18,85.0,150.0,44.988,1,2026-07-23 02:00:00
LOT-009,LOT-009-W03,PHOTO_C,9,34,120.0,270.0,42.425,5,2026-07-23 09:00:00
LOT-007,LOT-007-W01,PHOTO_A,3,17,85.0,120.0,44.445,3,2026-07-22 15:00:00
LOT-003,LOT-003-W04,PHOTO_C,12,38,142.0,30.0,43.939,3,2026-07-21 10:00:00
LOT-006,LOT-006-W04,PHOTO_C,12,36,120.0,330.0,41.637,7,2026-07-22 10:00:00
LOT-008,LOT-008-W03,PHOTO_B,9,48,142.0,330.0,45.567,0,2026-07-23 01:00:00
LOT-009,LOT-009-W05,PHOTO_C,15,28,120.0,90.0,41.112,8,2026-07-23 11:00:00
LOT-003,LOT-003-W02,PHOTO_C,6,3,45.0,60.0,44.916,2,2026-07-21 08:00:00
LOT-007,LOT-007-W02,PHOTO_A,6,39,142.0,60.0,44.2,0,2026-07-22 16:00:00
LOT-008,LOT-008-W03,PHOTO_B,9,8,45.0,210.0,45.572,1,2026-07-23 01:00:00
LOT-008,LOT-008-W01,PHOTO_B,3,45,142.0,240.0,44.436,1,2026-07-22 23:00:00
LOT-002,LOT-002-W02,PHOTO_B,6,39,142.0,60.0,44.395,0,2026-07-21 00:00:00
LOT-001,LOT-001-W03,PHOTO_A,9,26,120.0,30.0,43.729,3,2026-07-20 17:00:00
LOT-008,LOT-008-W01,PHOTO_B,3,40,142.0,90.0,45.464,2,2026-07-22 23:00:00
LOT-001,LOT-001-W05,PHOTO_A,15,24,85.0,330.0,46.07,4,2026-07-20 19:00:00
LOT-011,LOT-011-W04,PHOTO_B,12,32,120.0,210.0,44.603,0,2026-07-24 02:00:00
LOT-005,LOT-005-W04,PHOTO_B,12,32,120.0,210.0,0.04429,0,2026-07-22 02:00:00
LOT-001,LOT-001-W02,PHOTO_A,6,44,142.0,210.0,44.482,3,2026-07-20 16:00:00
LOT-010,LOT-010-W05,PHOTO_A,15,29,120.0,120.0,44.225,0,2026-07-23 19:00:00
LOT-002,LOT-002-W01,PHOTO_B,3,7,45.0,180.0,45.292,0,2026-07-20 23:00:00
LOT-005,LOT-005-W02,PHOTO_B,6,19,85.0,180.0,45.159,2,2026-07-22 00:00:00
LOT-002,LOT-002-W02,PHOTO_B,6,8,45.0,210.0,45.471,0,2026-07-21 00:00:00
LOT-011,LOT-011-W04,PHOTO_B,12,42,142.0,150.0,44.507,1,2026-07-24 02:00:00
LOT-011,LOT-011-W01,PHOTO_B,3,14,85.0,30.0,45.192,0,2026-07-23 23:00:00
LOT-008,LOT-008-W03,PHOTO_B,9,28,120.0,90.0,44.93,0,2026-07-23 01:00:00
LOT-007,LOT-007-W05,PHOTO_A,15,39,142.0,60.0,43.711,2,2026-07-22 19:00:00
LOT-004,LOT-004-W05,PHOTO_A,15,8,45.0,210.0,44.741,2,2026-07-21 19:00:00
LOT-010,LOT-010-W03,PHOTO_A,9,13,85.0,0.0,44.103,2,2026-07-23 17:00:00
LOT-010,LOT-010-W05,PHOTO_A,15,45,142.0,240.0,43.715,2,2026-07-23 19:00:00
LOT-008,LOT-008-W01,PHOTO_B,3,35,120.0,300.0,45.561,1,2026-07-22 23:00:00
LOT-007,LOT-007-W01,PHOTO_A,3,19,85.0,180.0,44.384,3,2026-07-22 15:00:00
